Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
2.6100          -5.1007      -7.6880       2.5873   444.8
2.6110          -5.1059      -7.6757       2.5698   441.8
2.6120          -5.1608      -7.6648       2.5040   430.5
2.6130          -5.1392      -7.6551       2.5159   432.5
2.6140          -5.1514      -7.6467       2.4953   429.0
2.6150          -5.1408      -7.6400       2.4992   429.7
2.6160          -5.1438      -7.6353       2.4915   428.3
2.6170          -5.1429      -7.6328       2.4899   428.1
2.6180          -5.1394      -7.6328       2.4935   428.7
2.6190          -5.1281      -7.6353       2.5072   431.0
2.6200          -5.1524      -7.6403       2.4880   427.7
2.6210          -5.1485      -7.6470       2.4985   429.5
2.6220          -5.1702      -7.6562       2.4860   427.4
2.6230          -5.1763      -7.6676       2.4914   428.3
2.6240          -5.1983      -7.6807       2.4824   426.8
2.6250          -5.1733      -7.6961       2.5227   433.7
2.6260          -5.1547      -7.7131       2.5584   439.8
2.6270          -5.1649      -7.7315       2.5666   441.2
2.6280          -5.1591      -7.7509       2.5918   445.6
2.6290          -5.1568      -7.7714       2.6146   449.5
2.6300          -5.1718      -7.7924       2.6206   450.5
2.6310          -5.2106      -7.8134       2.6028   447.5
2.6320          -5.2457      -7.8343       2.5886   445.0
2.6330          -5.2411      -7.8552       2.6141   449.4
2.6340          -5.2454      -7.8761       2.6307   452.3
2.6350          -5.2368      -7.8967       2.6599   457.3
2.6360          -5.2246      -7.9166       2.6921   462.8
2.6370          -5.2222      -7.9357       2.7136   466.5
2.6380          -5.2355      -7.9539       2.7184   467.4
2.6390          -5.2489      -7.9707       2.7218   467.9
2.6400          -5.2589      -7.9862       2.7273   468.9
2.6410          -5.2538      -8.0005       2.7467   472.2
2.6420          -5.2652      -8.0135       2.7484   472.5
2.6430          -5.2784      -8.0253       2.7469   472.3
2.6440          -5.2876      -8.0361       2.7486   472.5
2.6450          -5.2853      -8.0457       2.7604   474.6
2.6460          -5.2628      -8.0538       2.7911   479.8
2.6470          -5.2285      -8.0602       2.8317   486.8
2.6480          -5.2455      -8.0651       2.8196   484.7
2.6490          -5.2338      -8.0688       2.8351   487.4
2.6500          -5.2178      -8.0711       2.8533   490.5
2.6510          -5.2272      -8.0718       2.8446   489.0
2.6520          -5.2166      -8.0712       2.8546   490.8
2.6530          -5.1923      -8.0691       2.8768   494.6
2.6540          -5.1994      -8.0661       2.8667   492.8
2.6550          -5.1859      -8.0616       2.8757   494.4
2.6560          -5.2013      -8.0561       2.8548   490.8
2.6570          -5.1949      -8.0495       2.8546   490.8
2.6580          -5.2012      -8.0422       2.8410   488.4
2.6590          -5.1999      -8.0339       2.8339   487.2
2.6600          -5.1986      -8.0251       2.8265   485.9
2.6610          -5.1966      -8.0159       2.8192   484.7
2.6620          -5.1650      -8.0062       2.8412   488.5
2.6630          -5.1679      -7.9966       2.8287   486.3
2.6640          -5.1880      -7.9868       2.7988   481.2
2.6650          -5.2023      -7.9767       2.7745   477.0
2.6660          -5.2196      -7.9665       2.7469   472.2
2.6670          -5.1880      -7.9561       2.7681   475.9
2.6680          -5.1964      -7.9457       2.7493   472.7
2.6690          -5.2023      -7.9352       2.7330   469.8
2.6700          -5.2305      -7.9248       2.6943   463.2
2.6710          -5.2432      -7.9141       2.6709   459.2
2.6720          -5.2100      -7.9033       2.6933   463.0
2.6730          -5.2032      -7.8925       2.6893   462.3
2.6740          -5.1848      -7.8815       2.6966   463.6
2.6750          -5.1954      -7.8704       2.6750   459.9
2.6760          -5.2481      -7.8593       2.6112   448.9
2.6770          -5.2317      -7.8480       2.6162   449.8
2.6780          -5.2376      -7.8367       2.5991   446.8
2.6790          -5.2273      -7.8252       2.5979   446.6
2.6800          -5.2575      -7.8138       2.5563   439.5
2.6810          -5.2233      -7.8022       2.5790   443.4
2.6820          -5.2403      -7.7906       2.5503   438.4
2.6830          -5.2841      -7.7788       2.4947   428.9
2.6840          -5.2928      -7.7673       2.4745   425.4
2.6850          -5.3076      -7.7559       2.4483   420.9
2.6860          -5.3014      -7.7445       2.4431   420.0
2.6870          -5.2741      -7.7329       2.4587   422.7
2.6880          -5.2684      -7.7212       2.4529   421.7
2.6890          -5.2467      -7.7096       2.4629   423.4
2.6900          -5.2385      -7.6980       2.4595   422.8
2.6910          -5.2492      -7.6864       2.4372   419.0
2.6920          -5.2318      -7.6752       2.4433   420.1
2.6930          -5.2565      -7.6643       2.4078   413.9
2.6940          -5.2484      -7.6539       2.4055   413.5
2.6950          -5.2547      -7.6441       2.3894   410.8
2.6960          -5.2327      -7.6351       2.4023   413.0
2.6970          -5.2139      -7.6268       2.4130   414.8
2.6980          -5.2223      -7.6193       2.3971   412.1
2.6990          -5.2132      -7.6125       2.3993   412.5
2.7000          -5.2096      -7.6065       2.3969   412.1
2.7010          -5.2240      -7.6019       2.3778   408.8
2.7020          -5.2529      -7.5980       2.3450   403.2
2.7030          -5.2357      -7.5949       2.3591   405.6
2.7040          -5.2055      -7.5930       2.3875   410.5
2.7050          -5.2218      -7.5920       2.3703   407.5
2.7060          -5.2336      -7.5919       2.3583   405.4
2.7070          -5.2246      -7.5928       2.3682   407.1
2.7080          -5.2045      -7.5945       2.3900   410.9
2.7090          -5.2056      -7.5970       2.3914   411.1
2.7100          -5.2277      -7.6007       2.3730   408.0
2.7110          -5.2264      -7.6053       2.3789   409.0
2.7120          -5.2460      -7.6107       2.3647   406.5
2.7130          -5.2911      -7.6168       2.3257   399.8
2.7140          -5.2596      -7.6239       2.3643   406.5
2.7150          -5.2641      -7.6320       2.3680   407.1
2.7160          -5.2794      -7.6408       2.3614   406.0
2.7170          -5.2784      -7.6500       2.3716   407.7
2.7180          -5.2888      -7.6599       2.3712   407.6
2.7190          -5.2705      -7.6701       2.3996   412.5
2.7200          -5.2747      -7.6804       2.4057   413.6
2.7210          -5.2765      -7.6916       2.4150   415.2
2.7220          -5.2746      -7.7029       2.4283   417.5
2.7230          -5.2834      -7.7143       2.4309   417.9
2.7240          -5.2915      -7.7260       2.4345   418.5
2.7250          -5.2752      -7.7374       2.4622   423.3
2.7260          -5.2726      -7.7489       2.4763   425.7
2.7270          -5.2982      -7.7604       2.4622   423.3
2.7280          -5.3261      -7.7716       2.4456   420.4
2.7290          -5.3260      -7.7832       2.4572   422.4
2.7300          -5.2956      -7.7951       2.4994   429.7
2.7310          -5.2863      -7.8068       2.5205   433.3
2.7320          -5.2766      -7.8190       2.5424   437.1
2.7330          -5.2884      -7.8317       2.5433   437.2
2.7340          -5.2884      -7.8443       2.5559   439.4
2.7350          -5.2739      -7.8568       2.5830   444.1
2.7360          -5.2857      -7.8694       2.5837   444.2
2.7370          -5.2851      -7.8814       2.5964   446.4
2.7380          -5.2765      -7.8933       2.6168   449.9
2.7390          -5.2984      -7.9048       2.6064   448.1
2.7400          -5.3162      -7.9162       2.6000   447.0
2.7410          -5.3005      -7.9274       2.6269   451.6
2.7420          -5.3056      -7.9383       2.6327   452.6
2.7430          -5.3137      -7.9488       2.6351   453.0
2.7440          -5.2885      -7.9590       2.6705   459.1
2.7450          -5.2550      -7.9691       2.7140   466.6
2.7460          -5.2296      -7.9789       2.7492   472.6
2.7470          -5.2161      -7.9881       2.7720   476.6
2.7480          -5.2180      -7.9966       2.7786   477.7
2.7490          -5.2287      -8.0045       2.7757   477.2
2.7500          -5.2546      -8.0116       2.7570   474.0
2.7510          -5.2416      -8.0182       2.7766   477.4
2.7520          -5.2445      -8.0241       2.7796   477.9
2.7530          -5.2365      -8.0292       2.7927   480.1
2.7540          -5.2366      -8.0336       2.7970   480.9
2.7550          -5.2566      -8.0374       2.7808   478.1
2.7560          -5.2764      -8.0406       2.7642   475.2
2.7570          -5.2446      -8.0436       2.7990   481.2
2.7580          -5.2474      -8.0463       2.7989   481.2
2.7590          -5.2277      -8.0487       2.8211   485.0
2.7600          -5.2165      -8.0505       2.8340   487.2
2.7610          -5.2226      -8.0523       2.8297   486.5
2.7620          -5.2245      -8.0540       2.8295   486.4
2.7630          -5.2176      -8.0556       2.8380   487.9
2.7640          -5.2033      -8.0570       2.8537   490.6
2.7650          -5.1941      -8.0583       2.8642   492.4
2.7660          -5.1692      -8.0596       2.8904   496.9
2.7670          -5.1163      -8.0605       2.9442   506.2
2.7680          -5.1172      -8.0610       2.9438   506.1
2.7690          -5.1187      -8.0615       2.9428   505.9
2.7700          -5.0873      -8.0619       2.9746   511.4
2.7710          -5.1191      -8.0622       2.9431   506.0
2.7720          -5.1127      -8.0621       2.9494   507.1
2.7730          -5.1453      -8.0615       2.9162   501.3
2.7740          -5.1365      -8.0604       2.9239   502.7
2.7750          -5.1563      -8.0591       2.9028   499.1
2.7760          -5.1474      -8.0577       2.9102   500.3
2.7770          -5.1561      -8.0558       2.8997   498.5
2.7780          -5.1522      -8.0539       2.9017   498.9
2.7790          -5.1379      -8.0517       2.9138   500.9
2.7800          -5.1126      -8.0491       2.9365   504.8
2.7810          -5.1294      -8.0460       2.9165   501.4
2.7820          -5.1510      -8.0424       2.8914   497.1
2.7830          -5.1982      -8.0383       2.8401   488.3
2.7840          -5.2056      -8.0337       2.8281   486.2
2.7850          -5.1987      -8.0284       2.8297   486.5
2.7860          -5.2170      -8.0224       2.8054   482.3
2.7870          -5.2084      -8.0163       2.8079   482.7
2.7880          -5.1955      -8.0099       2.8145   483.9
2.7890          -5.1661      -8.0031       2.8369   487.7
2.7900          -5.1299      -7.9955       2.8655   492.6
2.7910          -5.1078      -7.9871       2.8792   495.0
2.7920          -5.1041      -7.9781       2.8740   494.1
2.7930          -5.1250      -7.9685       2.8435   488.9
2.7940          -5.1614      -7.9584       2.7970   480.9
2.7950          -5.1534      -7.9473       2.7939   480.3
2.7960          -5.1648      -7.9353       2.7705   476.3
2.7970          -5.1772      -7.9228       2.7456   472.0
2.7980          -5.1581      -7.9093       2.7512   473.0
2.7990          -5.1378      -7.8953       2.7575   474.1
2.8000          -5.1600      -7.8808       2.7208   467.8
2.8010          -5.1597      -7.8660       2.7062   465.3
2.8020          -5.1714      -7.8505       2.6792   460.6
2.8030          -5.1550      -7.8342       2.6792   460.6
2.8040          -5.1575      -7.8168       2.6594   457.2
2.8050          -5.1562      -7.7989       2.6427   454.3
2.8060          -5.1733      -7.7803       2.6069   448.2
2.8070          -5.1986      -7.7616       2.5630   440.6
2.8080          -5.2233      -7.7431       2.5199   433.2
2.8090          -5.2174      -7.7246       2.5072   431.0
2.8100          -5.2040      -7.7061       2.5021   430.2
2.8110          -5.1914      -7.6882       2.4967   429.2
2.8120          -5.2108      -7.6702       2.4594   422.8
2.8130          -5.2355      -7.6531       2.4176   415.6
2.8140          -5.2491      -7.6367       2.3876   410.5
2.8150          -5.2490      -7.6211       2.3721   407.8
2.8160          -5.2563      -7.6062       2.3499   404.0
2.8170          -5.2562      -7.5920       2.3358   401.6
2.8180          -5.2321      -7.5790       2.3469   403.5
2.8190          -5.2446      -7.5672       2.3226   399.3
2.8200          -5.2582      -7.5565       2.2983   395.1
2.8210          -5.2385      -7.5471       2.3086   396.9
2.8220          -5.2346      -7.5392       2.3046   396.2
2.8230          -5.2207      -7.5333       2.3125   397.6
2.8240          -5.2360      -7.5296       2.2936   394.3
2.8250          -5.2330      -7.5274       2.2944   394.5
2.8260          -5.2212      -7.5270       2.3058   396.4
2.8270          -5.2175      -7.5281       2.3107   397.2
2.8280          -5.2192      -7.5307       2.3115   397.4
2.8290          -5.2049      -7.5348       2.3299   400.6
2.8300          -5.2100      -7.5402       2.3302   400.6
2.8310          -5.2128      -7.5463       2.3335   401.2
2.8320          -5.2109      -7.5534       2.3425   402.7
2.8330          -5.2277      -7.5614       2.3337   401.2
2.8340          -5.2464      -7.5702       2.3238   399.5
2.8350          -5.2689      -7.5793       2.3105   397.2
2.8360          -5.2895      -7.5890       2.2995   395.3
2.8370          -5.3046      -7.5992       2.2946   394.5
2.8380          -5.2978      -7.6094       2.3116   397.4
2.8390          -5.2893      -7.6202       2.3309   400.7
2.8400          -5.3114      -7.6313       2.3200   398.8
2.8410          -5.3259      -7.6426       2.3168   398.3
2.8420          -5.3194      -7.6541       2.3347   401.4
2.8430          -5.3531      -7.6653       2.3122   397.5
2.8440          -5.3635      -7.6764       2.3129   397.6
2.8450          -5.3589      -7.6875       2.3286   400.3
2.8460          -5.3556      -7.6985       2.3429   402.8
2.8470          -5.3627      -7.7093       2.3466   403.4
2.8480          -5.3636      -7.7200       2.3564   405.1
2.8490          -5.3533      -7.7301       2.3768   408.6
2.8500          -5.3555      -7.7401       2.3845   409.9
2.8510          -5.3710      -7.7503       2.3793   409.0
2.8520          -5.3904      -7.7602       2.3698   407.4
2.8530          -5.3960      -7.7698       2.3739   408.1
2.8540          -5.3961      -7.7794       2.3832   409.7
2.8550          -5.3874      -7.7890       2.4016   412.9
2.8560          -5.4037      -7.7984       2.3947   411.7
2.8570          -5.3907      -7.8082       2.4175   415.6
2.8580          -5.3750      -7.8178       2.4428   420.0
2.8590          -5.3849      -7.8273       2.4424   419.9
2.8600          -5.3738      -7.8366       2.4628   423.4
2.8610          -5.3734      -7.8457       2.4723   425.0
2.8620          -5.3758      -7.8550       2.4792   426.2
2.8630          -5.3644      -7.8645       2.5001   429.8
2.8640          -5.3696      -7.8741       2.5045   430.6
2.8650          -5.3680      -7.8835       2.5155   432.5
2.8660          -5.3734      -7.8927       2.5193   433.1
2.8670          -5.3676      -7.9021       2.5345   435.7
2.8680          -5.3657      -7.9115       2.5458   437.7
2.8690          -5.3612      -7.9207       2.5596   440.0
2.8700          -5.3655      -7.9297       2.5642   440.8
2.8710          -5.3615      -7.9383       2.5768   443.0
2.8720          -5.3801      -7.9466       2.5665   441.2
2.8730          -5.3925      -7.9548       2.5622   440.5
2.8740          -5.3998      -7.9629       2.5631   440.6
2.8750          -5.3652      -7.9708       2.6056   448.0
2.8760          -5.3909      -7.9786       2.5877   444.9
2.8770          -5.3697      -7.9863       2.6166   449.8
2.8780          -5.3940      -7.9939       2.5999   447.0
2.8790          -5.3679      -8.0013       2.6334   452.7
2.8800          -5.3575      -8.0085       2.6509   455.7
2.8810          -5.3659      -8.0153       2.6494   455.5
2.8820          -5.3570      -8.0220       2.6649   458.2
2.8830          -5.3364      -8.0286       2.6922   462.8
2.8840          -5.3250      -8.0352       2.7103   465.9
2.8850          -5.3295      -8.0415       2.7121   466.3
2.8860          -5.3522      -8.0479       2.6957   463.4
2.8870          -5.3481      -8.0540       2.7060   465.2
2.8880          -5.3503      -8.0598       2.7096   465.8
2.8890          -5.3565      -8.0652       2.7087   465.7
2.8900          -5.3690      -8.0701       2.7011   464.4
2.8910          -5.3960      -8.0747       2.6787   460.5
2.8920          -5.4089      -8.0791       2.6702   459.1
2.8930          -5.3971      -8.0834       2.6863   461.8
2.8940          -5.4166      -8.0872       2.6706   459.1
2.8950          -5.4455      -8.0909       2.6454   454.8
2.8960          -5.4439      -8.0944       2.6505   455.7
2.8970          -5.4640      -8.0977       2.6337   452.8
2.8980          -5.4678      -8.1008       2.6329   452.7
2.8990          -5.4935      -8.1037       2.6102   448.7
2.9000          -5.4974      -8.1065       2.6091   448.6
2.9010          -5.4952      -8.1089       2.6137   449.3
2.9020          -5.4621      -8.1109       2.6489   455.4
2.9030          -5.4539      -8.1125       2.6586   457.1
2.9040          -5.4310      -8.1136       2.6826   461.2
2.9050          -5.4394      -8.1143       2.6749   459.9
2.9060          -5.4609      -8.1147       2.6538   456.2
2.9070          -5.4635      -8.1148       2.6513   455.8
2.9080          -5.4675      -8.1143       2.6468   455.0
2.9090          -5.4331      -8.1129       2.6798   460.7
2.9100          -5.4395      -8.1108       2.6713   459.3
2.9110          -5.4104      -8.1084       2.6980   463.8
2.9120          -5.4339      -8.1058       2.6719   459.3
2.9130          -5.4251      -8.1032       2.6781   460.4
2.9140          -5.4080      -8.1004       2.6923   462.9
2.9150          -5.4131      -8.0974       2.6842   461.5
2.9160          -5.4040      -8.0942       2.6903   462.5
2.9170          -5.3884      -8.0910       2.7025   464.6
2.9180          -5.4167      -8.0873       2.6706   459.1
2.9190          -5.4123      -8.0831       2.6708   459.2
2.9200          -5.4133      -8.0784       2.6650   458.2
2.9210          -5.4293      -8.0733       2.6440   454.5
2.9220          -5.4089      -8.0680       2.6590   457.1
2.9230          -5.4248      -8.0621       2.6372   453.4
2.9240          -5.4282      -8.0556       2.6274   451.7
2.9250          -5.4344      -8.0492       2.6148   449.5
2.9260          -5.4510      -8.0425       2.5915   445.5
2.9270          -5.4298      -8.0356       2.6058   448.0
2.9280          -5.4495      -8.0286       2.5791   443.4
2.9290          -5.4405      -8.0215       2.5809   443.7
2.9300          -5.4163      -8.0141       2.5978   446.6
2.9310          -5.4277      -8.0067       2.5790   443.4
2.9320          -5.4184      -7.9994       2.5810   443.7
2.9330          -5.4554      -7.9925       2.5371   436.2
2.9340          -5.4804      -7.9857       2.5053   430.7
2.9350          -5.4731      -7.9787       2.5056   430.8
2.9360          -5.4912      -7.9716       2.4804   426.4
2.9370          -5.4715      -7.9649       2.4934   428.7
2.9380          -5.4658      -7.9583       2.4925   428.5
2.9390          -5.4544      -7.9519       2.4975   429.4
2.9400          -5.4582      -7.9459       2.4878   427.7
2.9410          -5.4393      -7.9407       2.5014   430.0
2.9420          -5.4509      -7.9364       2.4854   427.3
2.9430          -5.4233      -7.9329       2.5096   431.4
2.9440          -5.4208      -7.9300       2.5092   431.4
2.9450          -5.4401      -7.9274       2.4873   427.6
2.9460          -5.4500      -7.9255       2.4755   425.6
2.9470          -5.4456      -7.9242       2.4787   426.1
2.9480          -5.4622      -7.9236       2.4614   423.2
2.9490          -5.4841      -7.9233       2.4392   419.3
2.9500          -5.4899      -7.9235       2.4337   418.4
2.9510          -5.4784      -7.9241       2.4457   420.5
2.9520          -5.4710      -7.9252       2.4542   421.9
2.9530          -5.4767      -7.9268       2.4501   421.2
2.9540          -5.4778      -7.9286       2.4508   421.3
2.9550          -5.5012      -7.9309       2.4297   417.7
2.9560          -5.4802      -7.9337       2.4534   421.8
2.9570          -5.4884      -7.9366       2.4481   420.9
2.9580          -5.4945      -7.9396       2.4451   420.4
2.9590          -5.4671      -7.9432       2.4761   425.7
2.9600          -5.4606      -7.9474       2.4868   427.5
2.9610          -5.4604      -7.9515       2.4911   428.3
2.9620          -5.4664      -7.9554       2.4890   427.9
2.9630          -5.4862      -7.9593       2.4731   425.2
2.9640          -5.4679      -7.9634       2.4954   429.0
2.9650          -5.4530      -7.9675       2.5146   432.3
2.9660          -5.4638      -7.9721       2.5083   431.2
2.9670          -5.4632      -7.9769       2.5138   432.2
2.9680          -5.4686      -7.9818       2.5132   432.1
2.9690          -5.4585      -7.9864       2.5279   434.6
2.9700          -5.4574      -7.9909       2.5335   435.6
2.9710          -5.4852      -7.9955       2.5104   431.6
2.9720          -5.4760      -8.0001       2.5241   433.9
2.9730          -5.4646      -8.0048       2.5401   436.7
2.9740          -5.4962      -8.0092       2.5130   432.0
2.9750          -5.5105      -8.0135       2.5029   430.3
2.9760          -5.5022      -8.0177       2.5155   432.5
2.9770          -5.5122      -8.0218       2.5096   431.4
2.9780          -5.5067      -8.0256       2.5189   433.0
2.9790          -5.5166      -8.0294       2.5128   432.0
2.9800          -5.5364      -8.0333       2.4969   429.3
2.9810          -5.5106      -8.0366       2.5260   434.3
2.9820          -5.5285      -8.0397       2.5113   431.7
2.9830          -5.5314      -8.0425       2.5111   431.7
2.9840          -5.5140      -8.0454       2.5314   435.2
2.9850          -5.5189      -8.0479       2.5290   434.8
2.9860          -5.5137      -8.0506       2.5369   436.1
2.9870          -5.5154      -8.0528       2.5373   436.2
2.9880          -5.5205      -8.0544       2.5339   435.6
2.9890          -5.4967      -8.0560       2.5593   440.0
2.9900          -5.5114      -8.0572       2.5457   437.7
2.9910          -5.5456      -8.0582       2.5127   432.0
2.9920          -5.5703      -8.0588       2.4885   427.8
2.9930          -5.5675      -8.0588       2.4913   428.3
2.9940          -5.6006      -8.0586       2.4580   422.6
2.9950          -5.6027      -8.0580       2.4553   422.1
2.9960          -5.5745      -8.0571       2.4826   426.8
2.9970          -5.5997      -8.0564       2.4568   422.4
2.9980          -5.5916      -8.0560       2.4644   423.7
2.9990          -5.5693      -8.0552       2.4859   427.4
3.0000          -5.5961      -8.0542       2.4581   422.6
3.0010          -5.5979      -8.0532       2.4554   422.1
3.0020          -5.6216      -8.0524       2.4308   417.9
3.0030          -5.6164      -8.0520       2.4356   418.7
3.0040          -5.6358      -8.0520       2.4161   415.4
3.0050          -5.6350      -8.0523       2.4174   415.6
3.0060          -5.6310      -8.0531       2.4221   416.4
3.0070          -5.6291      -8.0542       2.4251   416.9
3.0080          -5.6634      -8.0558       2.3925   411.3
3.0090          -5.6600      -8.0577       2.3978   412.2
3.0100          -5.6746      -8.0604       2.3858   410.2
3.0110          -5.6742      -8.0638       2.3896   410.8
3.0120          -5.6914      -8.0674       2.3760   408.5
3.0130          -5.6839      -8.0712       2.3873   410.4
3.0140          -5.6896      -8.0750       2.3854   410.1
3.0150          -5.7122      -8.0789       2.3667   406.9
3.0160          -5.7246      -8.0836       2.3590   405.5
3.0170          -5.7395      -8.0887       2.3492   403.9
3.0180          -5.7198      -8.0947       2.3748   408.3
3.0190          -5.7148      -8.1009       2.3861   410.2
3.0200          -5.7174      -8.1072       2.3898   410.9
3.0210          -5.7031      -8.1135       2.4103   414.4
3.0220          -5.7019      -8.1203       2.4184   415.8
3.0230          -5.6973      -8.1273       2.4300   417.8
3.0240          -5.7095      -8.1342       2.4247   416.8
3.0250          -5.7019      -8.1410       2.4391   419.3
3.0260          -5.7016      -8.1475       2.4459   420.5
3.0270          -5.7011      -8.1540       2.4529   421.7
3.0280          -5.6891      -8.1600       2.4710   424.8
3.0290          -5.6700      -8.1658       2.4958   429.1
3.0300          -5.6730      -8.1710       2.4980   429.5
3.0310          -5.6614      -8.1757       2.5143   432.3
3.0320          -5.6751      -8.1799       2.5047   430.6
3.0330          -5.6712      -8.1836       2.5124   431.9
3.0340          -5.6767      -8.1869       2.5102   431.5
3.0350          -5.7349      -8.1894       2.4545   422.0
3.0360          -5.7089      -8.1913       2.4824   426.8
3.0370          -5.6843      -8.1923       2.5081   431.2
3.0380          -5.6815      -8.1926       2.5111   431.7
3.0390          -5.6885      -8.1921       2.5036   430.4
3.0400          -5.7090      -8.1912       2.4823   426.7
3.0410          -5.7351      -8.1895       2.4544   422.0
3.0420          -5.7376      -8.1875       2.4499   421.2
3.0430          -5.7380      -8.1852       2.4473   420.7
3.0440          -5.7397      -8.1824       2.4427   419.9
3.0450          -5.7396      -8.1790       2.4394   419.4
3.0460          -5.7444      -8.1753       2.4309   417.9
3.0470          -5.7315      -8.1714       2.4399   419.5
3.0480          -5.7339      -8.1674       2.4336   418.4
3.0490          -5.7342      -8.1634       2.4291   417.6
3.0500          -5.7258      -8.1593       2.4335   418.4
3.0510          -5.7381      -8.1550       2.4169   415.5
3.0520          -5.7498      -8.1504       2.4006   412.7
3.0530          -5.7749      -8.1455       2.3707   407.6
3.0540          -5.7782      -8.1405       2.3623   406.1
3.0550          -5.7710      -8.1353       2.3643   406.5
3.0560          -5.7974      -8.1299       2.3326   401.0
3.0570          -5.8303      -8.1248       2.2945   394.5
3.0580          -5.8427      -8.1195       2.2768   391.4
3.0590          -5.8621      -8.1142       2.2521   387.2
3.0600          -5.8745      -8.1087       2.2343   384.1
3.0610          -5.8787      -8.1033       2.2246   382.4
3.0620          -5.9046      -8.0977       2.1932   377.0
3.0630          -5.8958      -8.0923       2.1964   377.6
3.0640          -5.8893      -8.0869       2.1976   377.8
3.0650          -5.9053      -8.0816       2.1763   374.2
3.0660          -5.8901      -8.0765       2.1864   375.9
3.0670          -5.8863      -8.0717       2.1854   375.7
3.0680          -5.8978      -8.0669       2.1691   372.9
3.0690          -5.8832      -8.0624       2.1792   374.6
3.0700          -5.8862      -8.0583       2.1721   373.4
3.0710          -5.8796      -8.0544       2.1748   373.9
3.0720          -5.8893      -8.0506       2.1613   371.6
3.0730          -5.8719      -8.0468       2.1749   373.9
3.0740          -5.8612      -8.0437       2.1825   375.2
3.0750          -5.8710      -8.0408       2.1698   373.0
3.0760          -5.8990      -8.0380       2.1390   367.7
3.0770          -5.9382      -8.0354       2.0972   360.5
3.0780          -5.9346      -8.0329       2.0983   360.7
3.0790          -5.9455      -8.0305       2.0850   358.5
3.0800          -5.9561      -8.0283       2.0723   356.3
3.0810          -5.9819      -8.0265       2.0446   351.5
3.0820          -5.9795      -8.0252       2.0458   351.7
3.0830          -5.9883      -8.0242       2.0359   350.0
3.0840          -5.9886      -8.0237       2.0351   349.9
3.0850          -5.9984      -8.0234       2.0250   348.1
3.0860          -5.9953      -8.0232       2.0279   348.6
3.0870          -6.0019      -8.0228       2.0209   347.4
3.0880          -5.9894      -8.0225       2.0331   349.5
3.0890          -6.0024      -8.0225       2.0201   347.3
3.0900          -5.9998      -8.0227       2.0229   347.8
3.0910          -5.9902      -8.0229       2.0327   349.5
3.0920          -5.9679      -8.0236       2.0557   353.4
3.0930          -5.9386      -8.0252       2.0867   358.7
3.0940          -5.9320      -8.0271       2.0951   360.2
3.0950          -5.9399      -8.0292       2.0893   359.2
3.0960          -5.9393      -8.0320       2.0926   359.8
3.0970          -5.9473      -8.0354       2.0881   359.0
3.0980          -5.9467      -8.0392       2.0924   359.7
3.0990          -5.9608      -8.0429       2.0821   358.0
3.1000          -5.9239      -8.0472       2.1233   365.0
3.1010          -5.9216      -8.0520       2.1304   366.3
3.1020          -5.9145      -8.0566       2.1421   368.3
3.1030          -5.9024      -8.0612       2.1588   371.1
3.1040          -5.8961      -8.0661       2.1700   373.1
3.1050          -5.8870      -8.0709       2.1840   375.5
3.1060          -5.8842      -8.0755       2.1913   376.7
3.1070          -5.8854      -8.0804       2.1950   377.4
3.1080          -5.8871      -8.0857       2.1986   378.0
3.1090          -5.9110      -8.0915       2.1805   374.9
3.1100          -5.8963      -8.0975       2.2012   378.4
3.1110          -5.9003      -8.1037       2.2034   378.8
3.1120          -5.8916      -8.1098       2.2182   381.4
3.1130          -5.8922      -8.1162       2.2240   382.4
3.1140          -5.9000      -8.1231       2.2231   382.2
3.1150          -5.9255      -8.1297       2.2042   379.0
3.1160          -5.9439      -8.1362       2.1922   376.9
3.1170          -5.9577      -8.1423       2.1846   375.6
3.1180          -5.9359      -8.1485       2.2126   380.4
3.1190          -5.9246      -8.1545       2.2299   383.4
3.1200          -5.9138      -8.1605       2.2466   386.2
3.1210          -5.9061      -8.1664       2.2603   388.6
3.1220          -5.9280      -8.1722       2.2442   385.8
3.1230          -5.9085      -8.1776       2.2691   390.1
3.1240          -5.9107      -8.1825       2.2719   390.6
3.1250          -5.9126      -8.1871       2.2746   391.0
3.1260          -5.9432      -8.1915       2.2483   386.5
3.1270          -5.9570      -8.1956       2.2386   384.9
3.1280          -5.9550      -8.1994       2.2444   385.9
3.1290          -5.9508      -8.2031       2.2523   387.2
3.1300          -5.9667      -8.2065       2.2398   385.1
3.1310          -5.9669      -8.2097       2.2428   385.6
3.1320          -5.9801      -8.2129       2.2328   383.9
3.1330          -5.9917      -8.2159       2.2242   382.4
3.1340          -5.9902      -8.2186       2.2284   383.1
3.1350          -5.9999      -8.2213       2.2214   381.9
3.1360          -6.0038      -8.2239       2.2202   381.7
3.1370          -6.0108      -8.2262       2.2155   380.9
3.1380          -6.0199      -8.2281       2.2082   379.6
3.1390          -6.0324      -8.2296       2.1973   377.8
3.1400          -6.0182      -8.2309       2.2127   380.4
3.1410          -6.0305      -8.2316       2.2011   378.4
3.1420          -6.0435      -8.2319       2.1883   376.2
3.1430          -6.0416      -8.2317       2.1900   376.5
3.1440          -6.0684      -8.2311       2.1627   371.8
3.1450          -6.0609      -8.2303       2.1694   373.0
3.1460          -6.0537      -8.2295       2.1758   374.1
